Materials,Stock,Duplicates,,
0020272999,0000000,1,,
0020272998,0000000,1,,
0020272991,0000000,1,,
0020272930,0000006,1,,
0020272928,0000003,1,,
0020272926,0000004,1,,
0020272924,0000004,1,,
0020272922,0000003,1,,
0020272920,0000004,1,,
0020272918,0000005,1,,
0020272917,0000000,1,,
0020272916,0000044,1,,
0020272914,0000009,1,,
0020272912,0000012,1,,
0020272910,0000010,1,,
0020272908,0000010,1,,
0020272906,0000005,1,,
0020272904,0000016,1,,
0020272902,0000018,1,,
0020272690,0000005,1,,
0020272683,0000000,1,,
0020272656,0000000,1,,
0020272655,0000001,1,,
0020272535,0000009,1,,
0020272534,0000007,1,,
0020272512,0000000,1,,
0020272495,0000000,1,,
0020272391,0000000,1,,
0020272386,0000000,1,,
0020272385,0000000,1,,
0020272384,0000000,1,,
0020272383,0000000,1,,
0020272382,0000000,1,,
0020272381,0000000,1,,
0020272380,0000000,1,,
0020272379,0000000,1,,
0020272373,0000000,1,,
0020272372,0000000,1,,
0020272355,0000000,1,,
0020272339,0000000,1,,
0020272278,0000000,1,,
0020272124,0000000,1,,
0020272092,0000012,1,,
0020272059,0000097,1,,
0020272058,0000916,1,,
0020272057,0000031,1,,
0020272056,0000646,1,,
0020272055,0000014,1,,
0020272054,0000149,1,,
0020272053,0000014,1,,
0020272052,0000198,1,,
0020272051,0000009,1,,
0020272050,0000250,1,,
0020272049,0000040,1,,
0020272048,0000156,1,,
0020271688,0000005,1,,
0020271552,0000019,1,,
0020271550,0000081,1,,
0020271549,0000017,1,,
0020271356,0000000,1,,
0020271350,0000000,1,,
0020271348,0000000,1,,
0020271340,0000000,1,,
0020271336,0000000,1,,
0020271335,0000000,1,,
0020271334,0000000,1,,
0020271333,0000000,1,,
0020271332,0000000,1,,
0020271331,0000000,1,,
0020271330,0000000,1,,
0020271257,0000111,1,,
0020271256,0000029,1,,
0020271255,0000061,1,,
0020271254,0000098,1,,
0020271253,0000422,1,,
0020271252,0000124,1,,
0020271250,0000013,1,,
0020271176,0000000,1,,
0020271175,0000005,1,,
0020271174,0000005,1,,
0020271153,0000019,1,,
0020271152,0000064,1,,
0020271151,0000091,1,,
0020271150,0000032,1,,
0020271149,0000070,1,,
0020271148,0000040,1,,
0020271130,0000030,1,,
0020271116,0000000,1,,
0020271111,0000000,1,,
0020271108,0000000,1,,
0020271105,0000022,2,,
0020271105,0000100,2,,
0020271104,0000183,1,,
0020271103,0000075,1,,
0020271102,0000100,2,,
0020271102,0000045,2,,
0020271101,0000110,1,,
0020271100,0000052,1,,
0020271099,0000019,1,,
0020271098,0000084,1,,
0020271097,0000011,1,,
0020271096,0000018,2,,
0020271096,0000100,2,,
0020271095,0000009,1,,
0020271094,0000006,1,,
0020271093,0000017,1,,
0020271092,0000020,1,,
0020271091,0000000,1,,
0020271090,0000066,1,,
0020271089,0000000,1,,
0020271088,0000000,1,,
0020271087,0000000,1,,
0020271086,0000000,1,,
0020271055,0000000,1,,
0020270738,0000020,1,,
0020270737,0000029,1,,
0020270735,0000018,1,,
0020270733,0000163,1,,
0020270732,0000008,1,,
0020270731,0000016,1,,
0020270730,0000006,1,,
0020270729,0000000,1,,
0020269714,0000000,1,,
0020269713,0000000,1,,
0020269712,0000000,1,,
0020269711,0000000,1,,
0020269710,0000000,1,,
0020269709,0000036,1,,
0020269708,0000000,1,,
0020269707,0000530,1,,
0020269706,0000014,1,,
0020269705,0000015,1,,
0020269704,0000041,1,,
0020269703,0000014,1,,
0020269702,0000018,1,,
0020269623,0000005,1,,
0020269622,0000004,1,,
0020269621,0000005,1,,
0020269620,0000045,1,,
0020269619,0000005,1,,
0020269618,0000005,1,,
0020269617,0000005,1,,
0020269616,0000015,1,,
0020269615,0000045,1,,
0020269614,0000015,1,,
0020269613,0000005,1,,
0020269612,0000005,1,,
0020269611,0000015,1,,
0020269610,0000005,1,,
0020269609,0000005,1,,
0020269608,0000005,1,,
0020269607,0000005,1,,
0020269606,0000015,1,,
0020269605,0000015,1,,
0020269604,0000005,1,,
0020269603,0000005,1,,
0020269602,0000005,1,,
0020269506,0000000,1,,
0020269483,0000000,1,,
0020269482,0000000,1,,
0020269481,0000000,1,,
0020269480,0000000,1,,
0020269479,0000000,1,,
0020269470,0000000,1,,
0020269469,0000000,1,,
0020269467,0000000,1,,
0020269466,0000000,1,,
0020269465,0000000,1,,
0020269464,0000000,1,,
0020269463,0000000,1,,
0020269462,0000000,1,,
0020269461,0000000,1,,
0020269460,0000000,1,,
0020269459,0000000,1,,
0020269457,0000000,1,,
0020269453,0000000,1,,
0020269450,0000119,1,,
0020269449,0000002,1,,
0020269448,0000036,1,,
0020269447,0000002,1,,
0020269446,0000002,1,,
0020269445,0000010,1,,
0020269444,0000015,1,,
0020269443,0000365,1,,
0020269442,0000002,1,,
0020269441,0000002,1,,
0020269440,0000002,1,,
0020269439,0000008,1,,
0020269438,0000020,1,,
0020269437,0000036,1,,
0020269436,0000021,1,,
0020269435,0000022,1,,
0020269434,0000007,1,,
0020269433,0000027,1,,
0020269432,0000020,1,,
0020269431,0000002,1,,
0020269430,0000021,1,,
0020269429,0000014,1,,
0020269428,0000018,1,,
0020269427,0000032,1,,
0020269426,0000022,1,,
0020269425,0000022,1,,
0020269424,0000021,1,,
0020269423,0000021,1,,
0020269422,0000017,1,,
0020269421,0000018,1,,
0020269420,0000022,1,,
0020269419,0000012,1,,
0020269418,0000019,1,,
0020269417,0000019,1,,
0020269415,0000023,1,,
0020269414,0000023,1,,
0020269413,0000022,1,,
0020269412,0000016,1,,
0020269411,0000021,1,,
0020269410,0000019,1,,
0020269409,0000020,1,,
0020269408,0000022,1,,
0020269407,0000020,1,,
0020269406,0000021,1,,
0020269405,0000005,1,,
0020269404,0000002,1,,
0020269403,0000035,1,,
0020269402,0000007,1,,
0020269401,0000061,1,,
0020269400,0000002,1,,
0020269399,0000006,1,,
0020269398,0000004,1,,
0020269397,0000008,1,,
0020269396,0000000,1,,
0020269395,0000002,1,,
0020269394,0000018,1,,
0020269393,0000018,1,,
0020269392,0000015,1,,
0020269391,0000015,1,,
0020269390,0000019,1,,
0020269389,0000019,1,,
0020269388,0000023,1,,
0020269387,0000020,1,,
0020269386,0000020,1,,
0020269385,0000020,1,,
0020269384,0000020,1,,
0020269383,0000020,1,,
0020269382,0000000,1,,
0020269381,0000020,1,,
0020269380,0000014,1,,
0020269379,0000016,1,,
0020269378,0000020,1,,
0020269377,0000018,1,,
0020269376,0000020,1,,
0020269375,0000020,1,,
0020269374,0000018,1,,
0020269373,0000007,1,,
0020269372,0000000,1,,
0020269371,0000022,1,,
0020269370,0000022,1,,
0020269369,0000005,1,,
0020269368,0000023,1,,
0020269367,0000017,1,,
0020269366,0000012,1,,
0020269365,0000002,1,,
0020269364,0000002,1,,
0020269363,0000016,1,,
0020269362,0000020,1,,
0020269361,0000024,1,,
0020269360,0000024,1,,
0020269359,0000017,1,,
0020269358,0000019,1,,
0020269357,0000030,1,,
0020269356,0000022,1,,
0020269355,0000018,1,,
0020269354,0000017,1,,
0020269353,0000000,1,,
0020269352,0000000,1,,
0020269347,0000015,1,,
0020269345,0000017,1,,
0020269343,0000016,1,,
0020269342,0000020,1,,
0020269341,0000006,1,,
0020269340,0000010,1,,
0020269339,0000000,1,,
0020269337,0000003,1,,
0020269336,0000005,1,,
0020269335,0000025,1,,
0020269333,0000003,1,,
0020269331,0000003,1,,
0020269329,0000019,1,,
0020269327,0000032,1,,
0020269326,0000002,1,,
0020269324,0000016,1,,
0020269322,0000016,1,,
0020269320,0000008,1,,
0020269319,0000019,1,,
0020269286,0000000,1,,
0020269276,0000013,1,,
0020269275,0000020,1,,
0020269274,0000525,1,,
0020269273,0000040,1,,
0020269259,0000215,1,,
0020269234,0000017,1,,
0020269233,0000000,1,,
0020269232,0000000,1,,
0020269231,0000050,1,,
0020269230,0000049,1,,
0020269229,0000012,1,,
0020269228,0000029,1,,
0020269227,0000010,1,,
0020269226,0000010,1,,
0020269225,0000000,1,,
0020269224,0000050,1,,
0020269223,0000050,1,,
0020269222,0000032,1,,
0020269221,0000050,1,,
0020269220,0000014,1,,
0020269219,0000050,1,,
0020269218,0000000,1,,
0020269217,0000049,1,,
0020269206,0000025,1,,
0020269164,0000124,1,,
0020269080,0000000,1,,
0020268968,0000005,1,,
0020268967,0000011,1,,
0020268966,0000012,1,,
0020268892,0000000,1,,
0020268891,0000000,1,,
0020268890,0000057,1,,
0020268879,0000012,1,,
0020268818,0000000,1,,
0020268817,0000004,1,,
0020268811,0000000,1,,
0020268810,0000000,1,,
0020268800,0000029,1,,
0020268799,0000039,1,,
0020268797,0000029,1,,
0020268796,0000018,1,,
0020268795,0000017,1,,
0020268794,0000025,1,,
0020268793,0000019,1,,
0020268792,0000017,1,,
0020268791,0000041,1,,
0020268790,0000033,1,,
0020268789,0000021,1,,
0020268788,0000020,1,,
0020268787,0000025,1,,
0020268786,0000007,1,,
0020268783,0000005,1,,
0020268782,0000003,1,,
0020268781,0000057,1,,
0020268780,0000093,1,,
0020268779,0000034,1,,
0020268778,0000058,1,,
0020268777,0000044,1,,
0020268776,0000003,1,,
0020268775,0000020,1,,
0020268774,0000021,1,,
0020268773,0000046,1,,
0020268772,0000061,1,,
0020268771,0000025,1,,
0020268770,0000011,1,,
0020268769,0000019,1,,
0020268768,0000006,1,,
0020268767,0000019,1,,
0020268766,0000024,1,,
0020268765,0000066,1,,
0020268764,0000009,1,,
0020268763,0000026,1,,
0020268762,0000005,1,,
0020268761,0000031,1,,
0020268760,0000097,1,,
0020268759,0000019,1,,
0020268758,0000031,1,,
0020268757,0000054,1,,
0020268756,0000007,1,,
0020268755,0000017,1,,
0020268754,0000035,1,,
0020268753,0000008,1,,
0020268752,0000039,1,,
0020268751,0000005,1,,
0020268750,0000013,1,,
0020268749,0000018,1,,
0020268748,0000006,1,,
0020268747,0000070,1,,
0020268746,0000031,1,,
0020268745,0000007,1,,
0020268744,0000019,1,,
0020268743,0000019,1,,
0020268742,0000042,1,,
0020268741,0000006,1,,
0020268740,0000008,1,,
0020268739,0000122,1,,
0020268613,0000032,1,,
0020268599,0000000,1,,
0020268598,0000000,1,,
0020268597,0000000,1,,
0020268596,0000000,1,,
0020268595,0000000,1,,
0020268594,0000000,1,,
0020268587,0000000,1,,
0020268585,0000000,1,,
0020268584,0000000,1,,
0020268581,0000000,1,,
0020268580,0000000,1,,
0020268579,0000000,1,,
0020268578,0000000,1,,
0020268577,0000000,1,,
0020268576,0000000,1,,
0020268575,0000000,1,,
0020268574,0000000,1,,
0020268572,0000000,1,,
0020268571,0000000,1,,
0020268570,0000000,1,,
0020268569,0000000,1,,
0020268568,0000000,1,,
0020268567,0000000,1,,
0020268565,0000000,1,,
0020268563,0000000,1,,
0020268562,0000000,1,,
0020268561,0000000,1,,
0020268560,0000000,1,,
0020268559,0000000,1,,
0020268557,0000000,1,,
0020268554,0000000,1,,
0020268552,0000000,1,,
0020268551,0000000,1,,
0020268550,0000000,1,,
0020268549,0000000,1,,
0020268533,0000000,1,,
0020268532,0000000,1,,
0020268528,0000000,1,,
0020268527,0000000,1,,
0020268524,0000000,1,,
0020268518,0000000,1,,
0020268517,0000000,1,,
0020268516,0000000,1,,
0020268510,0000000,1,,
0020268509,0000000,1,,
0020268507,0000000,1,,
0020268506,0000000,1,,
0020268504,0000000,1,,
0020268503,0000000,1,,
0020268499,0000000,1,,
0020268498,0000000,1,,
0020268497,0000000,1,,
0020268496,0000000,1,,
0020268495,0000000,1,,
0020268494,0000000,1,,
0020268493,0000000,1,,
0020268490,0000000,1,,
0020268487,0000000,1,,
0020268486,0000000,1,,
0020268485,0000000,1,,
0020268483,0000000,1,,
0020268482,0000000,1,,
0020268479,0000000,1,,
0020268478,0000000,1,,
0020268477,0000000,1,,
0020268476,0000000,1,,
0020268475,0000000,1,,
0020268474,0000000,1,,
0020268473,0000000,1,,
0020268467,0000000,1,,
0020268465,0000000,1,,
0020268453,0000000,1,,
0020268451,0000000,1,,
0020268446,0000000,1,,
0020268445,0000000,1,,
0020268444,0000000,1,,
0020268443,0000000,1,,
0020268442,0000000,1,,
0020268441,0000000,1,,
0020268440,0000000,1,,
0020268439,0000000,1,,
0020268438,0000000,1,,
0020268437,0000000,1,,
0020268350,0000000,1,,
0020268349,0000000,1,,
0020268344,0000000,1,,
0020268340,0000017,1,,
0020268338,0000000,1,,
0020268328,0000000,1,,
0020268327,0000044,1,,
0020268326,0000018,1,,
0020268081,0000005,1,,
0020268080,0000000,1,,
0020268079,0000005,1,,
0020268078,0000009,1,,
0020268077,0000061,1,,
0020268076,0000068,1,,
0020268075,0000739,1,,
0020268073,0000000,1,,
0020268072,0000000,1,,
0020268071,0000000,1,,
0020268026,0000000,1,,
0020268025,0000000,1,,
0020268024,0000000,1,,
0020268023,0000000,1,,
0020268022,0000000,1,,
0020268021,0000000,1,,
0020267926,0000002,1,,
0020267924,0000268,1,,
0020267923,0000000,1,,
0020267922,0000020,1,,
0020267921,0000000,1,,
0020267920,0000000,1,,
0020267919,0000005,1,,
0020267918,0000019,1,,
0020267917,0000169,1,,
0020267916,0000021,1,,
0020267915,0000022,1,,
0020267914,0000040,1,,
0020267913,0000000,1,,
0020267912,0000000,1,,
0020267910,0000000,1,,
0020267909,0000000,1,,
0020267908,0000000,1,,
0020267907,0000000,1,,
0020267906,0000000,1,,
0020267905,0000000,1,,
0020267904,0000042,1,,
0020267782,0000000,1,,
0020267781,0000000,1,,
0020267746,0000000,1,,
0020267691,0000000,1,,
0020267690,0000017,1,,
0020267689,0000007,1,,
0020267688,0000000,1,,
0020267687,0000006,1,,
0020267686,0000140,1,,
0020267685,0000009,1,,
0020267684,0000205,1,,
0020267683,0000088,1,,
0020267682,0000000,1,,
0020267681,0000000,1,,
0020267680,0000000,1,,
0020267679,0000000,1,,
0020267678,0000002,1,,
0020267677,0000000,1,,
0020267676,0000000,1,,
0020267675,0000000,1,,
0020267674,0000000,1,,
0020267673,0000002,1,,
0020267672,0000012,1,,
0020267671,0000017,2,,
0020267671,0000001,2,,
0020267667,0000000,1,,
0020267663,0000006,1,,
0020267636,0000026,1,,
0020267620,0004943,1,,
0020267619,0000853,1,,
0020267466,0000000,1,,
0020267465,0000000,1,,
0020267464,0000000,1,,
0020267463,0000000,1,,
0020267462,0000000,1,,
0020267461,0000000,1,,
0020267460,0000000,1,,
0020267459,0000000,1,,
0020267458,0000000,1,,
0020267457,0000000,1,,
0020267456,0000000,1,,
0020267455,0000000,1,,
0020267454,0000000,1,,
0020267453,0000000,1,,
0020267452,0000000,1,,
0020267451,0000000,1,,
0020267450,0000000,1,,
0020267449,0000000,1,,
0020267448,0000000,1,,
0020267445,0000000,1,,
0020267444,0000000,1,,
0020267443,0000000,1,,
0020267442,0000000,1,,
0020267441,0000000,1,,
0020267440,0000000,1,,
0020267439,0000000,1,,
0020267438,0000000,1,,
0020267437,0000000,1,,
0020267436,0000000,1,,
0020267435,0000000,1,,
0020267434,0000000,1,,
0020267433,0000000,1,,
0020267432,0000000,1,,
0020267431,0000000,1,,
0020267430,0000000,1,,
0020267429,0000000,1,,
0020267428,0000000,1,,
0020267427,0000000,1,,
0020267426,0000000,1,,
0020267425,0000000,1,,
0020267424,0000000,1,,
0020267423,0000000,1,,
0020267422,0000000,1,,
0020267421,0000000,1,,
0020267420,0000000,1,,
0020267419,0000000,1,,
0020267418,0000000,1,,
0020267417,0000000,1,,
0020267416,0000000,1,,
0020267415,0000000,1,,
0020267414,0000000,1,,
0020267413,0000000,1,,
0020267326,0000000,1,,
0020266963,0000000,1,,
0020266962,0000000,1,,
0020266961,0000000,1,,
0020266797,0001189,4,,
0020266797,0000001,4,,
0020266797,0000580,4,,
0020266797,0000235,4,,
0020266793,0001566,1,,
0020266792,0000512,2,,
0020266792,0000007,2,,
0020266791,0000476,1,,
0020266778,0000015,1,,
0020266777,0000000,1,,
0020266776,0000004,1,,
0020266775,0000019,1,,
0020266774,0000000,1,,
0020266773,0000002,1,,
0020266772,0000020,1,,
0020266771,0000000,1,,
0020266770,0000011,1,,
0020266769,0000020,1,,
0020266768,0000000,1,,
0020266767,0000001,1,,
0020266766,0000020,1,,
0020266765,0000000,1,,
0020266764,0000003,1,,
0020266763,0000020,1,,
0020266762,0000010,1,,
0020266761,0000007,1,,
0020266760,0000000,1,,
0020266759,0000007,1,,
0020266758,0000007,1,,
0020266757,0000000,1,,
0020266756,0000001,1,,
0020266755,0000007,1,,
0020266754,0000000,1,,
0020266753,0000002,1,,
0020266752,0000006,1,,
0020266751,0000000,1,,
0020266750,0000002,1,,
0020266749,0000007,1,,
0020266748,0000000,1,,
0020266747,0000003,1,,
0020266746,0000007,1,,
0020266745,0000000,1,,
0020266744,0000005,1,,
0020266743,0000007,1,,
0020266742,0000000,1,,
0020266741,0000004,1,,
0020266715,0000000,1,,
0020266498,0000010,1,,
0020266497,0000010,1,,
0020266496,0000010,1,,
0020266495,0000006,1,,
0020266494,0000005,1,,
0020266493,0000002,1,,
0020266492,0000002,1,,
0020266491,0000008,1,,
0020266490,0000005,1,,
0020266489,0000012,1,,
0020266488,0000018,1,,
0020266487,0000014,1,,
0020266486,0000020,1,,
0020266485,0000019,1,,
0020266484,0000016,1,,
0020266483,0000014,1,,
0020266482,0000010,1,,
0020266481,0000005,1,,
0020266480,0000013,1,,
0020266479,0000012,1,,
0020266478,0000019,1,,
0020266477,0000019,1,,
0020266476,0000019,1,,
0020266475,0000019,1,,
0020266474,0000000,1,,
0020266473,0000000,1,,
0020266472,0000000,1,,
0020266471,0000010,1,,
0020266470,0000000,1,,
0020266469,0000023,1,,
0020266468,0000039,1,,
0020266467,0000027,1,,
0020266466,0000006,1,,
0020266465,0000011,1,,
0020266464,0000014,1,,
0020266463,0000015,1,,
0020266462,0000000,1,,
0020266461,0000000,1,,
0020266460,0000000,1,,
0020266459,0000000,1,,
0020266458,0000013,1,,
0020266457,0000006,1,,
0020266456,0000011,1,,
0020266455,0000010,1,,
0020266454,0000013,1,,
0020266453,0000013,1,,
0020266452,0000000,1,,
0020266451,0000000,1,,
0020266450,0000105,1,,
0020266449,0000040,1,,
0020266448,0000013,1,,
0020266447,0000005,1,,
0020266446,0000014,1,,
0020266445,0000002,1,,
0020266444,0000000,1,,
0020266443,0000000,1,,
0020266442,0000000,1,,
0020266441,0000008,1,,
0020266440,0000009,1,,
0020266439,0000106,1,,
0020266438,0000253,1,,
0020266437,0000043,1,,
0020266436,0000020,1,,
0020266435,0000015,1,,
0020266434,0000030,1,,
0020266433,0000000,1,,
0020266432,0000000,1,,
0020266431,0000000,1,,
0020266430,0000000,1,,
0020266429,0000012,1,,
0020266428,0000000,1,,
0020266427,0000000,1,,
0020266426,0000000,1,,
0020266425,0000000,1,,
0020266424,0000000,1,,
0020266423,0000000,1,,
0020266422,0000000,1,,
0020266421,0000000,1,,
0020266420,0000000,1,,
0020266419,0000000,1,,
0020266418,0000000,1,,
0020266417,0000000,1,,
0020266416,0000000,1,,
0020266415,0000000,1,,
0020266414,0000000,1,,
0020266413,0000000,1,,
0020266412,0000000,1,,
0020266411,0000000,1,,
0020266410,0000000,1,,
0020266409,0000000,1,,
0020266408,0000000,1,,
0020266407,0000000,1,,
0020266406,0000000,1,,
0020266405,0000000,1,,
0020266404,0000000,1,,
0020266403,0000000,1,,
0020266402,0000000,1,,
0020266401,0000000,1,,
0020266400,0000000,1,,
0020266399,0000000,1,,
0020266398,0000000,1,,
0020266397,0000000,1,,
0020266396,0000005,1,,
0020266395,0000042,1,,
0020266394,0000010,1,,
0020266393,0000002,1,,
0020266392,0000000,1,,
0020266391,0000017,1,,
0020266390,0000000,1,,
0020266389,0000000,1,,
0020266388,0000000,1,,
0020266387,0000000,1,,
0020266386,0000007,1,,
0020266385,0000000,1,,
0020266384,0000000,1,,
0020266383,0000000,1,,
0020266382,0000000,1,,
0020266381,0000000,1,,
0020266380,0000000,1,,
0020266379,0000000,1,,
0020266378,0000000,1,,
0020266377,0000000,1,,
0020266376,0000013,1,,
0020266375,0000012,1,,
0020266374,0000000,1,,
0020266373,0000000,1,,
0020266372,0000006,1,,
0020266371,0000004,1,,
0020266370,0000002,1,,
0020266369,0000000,1,,
0020266368,0000000,1,,
0020266367,0000000,1,,
0020266366,0000000,1,,
0020266365,0000002,1,,
0020266364,0000000,1,,
0020266363,0000009,1,,
0020266362,0000005,1,,
0020266361,0000009,1,,
0020266360,0000000,1,,
0020266359,0000000,1,,
0020266358,0000024,1,,
0020266357,0000014,1,,
0020266356,0000000,1,,
0020266355,0000000,1,,
0020266354,0000023,1,,
0020266353,0000013,1,,
0020266352,0000025,1,,
0020266351,0000000,1,,
0020266350,0000056,1,,
0020266349,0000000,1,,
0020266348,0000000,1,,
0020266347,0000009,1,,
0020266346,0000035,1,,
0020266345,0000018,1,,
0020266344,0000000,1,,
0020266343,0000000,1,,
0020266342,0000049,1,,
0020266341,0000007,1,,
0020266340,0000023,1,,
0020266339,0000000,1,,
0020266338,0000008,1,,
0020266337,0000004,1,,
0020266336,0000003,1,,
0020266335,0000000,1,,
0020266334,0000004,1,,
0020266333,0000004,1,,
0020266332,0000002,1,,
0020266331,0000000,1,,
0020266330,0000022,1,,
0020266329,0000000,1,,
0020266328,0000021,1,,
0020266327,0000015,1,,
0020266326,0000041,1,,
0020266325,0000000,1,,
0020266324,0000003,1,,
0020266323,0000020,1,,
0020266322,0000000,1,,
0020266321,0000000,1,,
0020266320,0000000,1,,
0020266319,0000000,1,,
0020266318,0000000,1,,
0020266317,0000002,1,,
0020266316,0000000,1,,
0020266315,0000003,1,,
0020266314,0000000,1,,
0020266313,0000000,1,,
0020266312,0000012,1,,
0020266311,0000000,1,,
0020266310,0000000,1,,
0020266309,0000004,1,,
0020266308,0000004,1,,
0020266307,0000002,1,,
0020266306,0000004,1,,
0020266305,0000004,1,,
0020266304,0000000,1,,
0020266303,0000000,1,,
0020266302,0000000,1,,
0020266301,0000000,1,,
0020266262,0000017,1,,
0020266256,0000000,1,,
0020266255,0000000,1,,
0020266252,0000096,1,,
0020266251,0000048,1,,
0020265493,0000000,1,,
0020265492,0000000,1,,
0020265491,0000000,1,,
0020265490,0000000,1,,
0020265383,0000000,1,,
0020265382,0000000,1,,
0020265380,0000036,1,,
0020265379,0000010,1,,
0020265378,0000003,1,,
0020265377,0000009,1,,
0020265376,0000014,1,,
0020265375,0000112,1,,
0020265334,0000003,1,,
0020265333,0000002,1,,
0020265331,0000022,1,,
0020265330,0000018,1,,
0020265326,0000000,1,,
0020265275,0000103,1,,
0020265274,0000002,1,,
0020265273,0000002,1,,
0020265272,0000006,1,,
0020265271,0000001,1,,
0020265270,0000008,1,,
0020265269,0000002,1,,
0020265268,0000001,1,,
0020265267,0000002,1,,
0020265266,0000002,1,,
0020265265,0000001,1,,
0020265264,0000002,1,,
0020265263,0000007,1,,
0020265262,0000005,1,,
0020265261,0000002,1,,
0020265260,0000000,1,,
0020265258,0000003,1,,
0020265257,0000003,1,,
0020265256,0000002,1,,
0020265255,0000003,1,,
0020265254,0000005,1,,
0020265253,0000010,1,,
0020265252,0000000,1,,
0020265251,0000000,1,,
0020265250,0000000,1,,
0020265249,0000000,1,,
0020265248,0000000,1,,
0020265247,0000000,1,,
0020265246,0000000,1,,
0020265245,0000000,1,,
0020265244,0000000,1,,
0020265243,0000000,1,,
0020265242,0000000,1,,
0020265241,0000000,1,,
0020265240,0000000,1,,
0020265239,0000000,1,,
0020265238,0000000,1,,
0020265237,0000000,1,,
0020265236,0000000,1,,
0020265217,0000015,1,,
0020265216,0000013,1,,
0020265150,0000018,1,,
0020265149,0000015,1,,
0020265144,0000034,1,,
0020265142,0000012,1,,
0020265138,0000713,1,,
0020265137,0010982,1,,
0020264990,0000000,1,,
0020264976,0000000,1,,
0020264947,0000000,1,,
0020264946,0000000,1,,
0020264905,0000000,1,,
0020264904,0000000,1,,
0020264849,0000020,1,,
0020264848,0000018,1,,
0020264847,0000015,1,,
0020264846,0000012,1,,
0020264845,0000013,1,,
0020264832,0000000,1,,
0020264831,0000000,1,,
0020264830,0000000,1,,
0020264824,0000000,1,,
0020264528,0000000,1,,
0020264527,0000000,1,,
0020264519,0000000,1,,
0020264518,0000000,1,,
0020264517,0000000,1,,
0020264516,0000000,1,,
0020264515,0000000,1,,
0020264514,0000000,1,,
0020264513,0000000,1,,
0020264511,0000000,1,,
0020264509,0000000,1,,
0020264488,0000000,1,,
0020264487,0000000,1,,
0020264485,0000000,1,,
0020264484,0000000,1,,
0020264483,0000000,1,,
0020264383,0000000,1,,
0020264382,0000000,1,,
0020264381,0000008,1,,
0020264380,0000005,1,,
0020264379,0000010,1,,
0020264378,0000000,1,,
0020264197,0000177,1,,
0020263871,0000010,1,,
0020263870,0000014,1,,
0020263869,0000000,1,,
0020263868,0000003,1,,
0020263867,0000010,1,,
0020263866,0000010,1,,
0020263865,0000000,1,,
0020263864,0000003,1,,
0020263863,0000015,1,,
0020263862,0000005,1,,
0020263861,0000000,1,,
0020263840,0000005,1,,
0020263839,0000003,1,,
0020263838,0000000,1,,
0020263837,0000003,1,,
0020263836,0000004,1,,
0020263835,0000000,1,,
0020263834,0000001,1,,
0020263833,0000004,1,,
0020263832,0000000,1,,
0020263831,0000003,1,,
0020263830,0000005,1,,
0020263829,0000000,1,,
0020263828,0000003,1,,
0020263827,0000005,1,,
0020263826,0000000,1,,
0020263825,0000003,1,,
0020263824,0000007,1,,
0020263823,0000000,1,,
0020263822,0000003,1,,
0020263821,0000015,1,,
0020263820,0000000,1,,
0020263818,0000014,1,,
0020263817,0000000,1,,
0020263815,0000014,1,,
0020263814,0000000,1,,
0020263813,0000002,1,,
0020263812,0000015,1,,
0020263811,0000000,1,,
0020263810,0000006,1,,
0020263809,0000007,1,,
0020263808,0000000,1,,
0020263807,0000003,1,,
0020263806,0000005,1,,
0020263805,0000000,1,,
0020263804,0000000,1,,
0020263803,0000000,1,,
0020263802,0000001,1,,
0020263801,0000000,1,,
0020263800,0000002,1,,
0020263799,0000000,1,,
0020263798,0000001,1,,
0020263797,0000000,1,,
0020263796,0000003,1,,
0020263795,0000000,1,,
0020263794,0000001,1,,
0020263793,0000000,1,,
0020263792,0000002,1,,
0020263791,0000000,1,,
0020263790,0000000,1,,
0020263785,0000000,1,,
0020263740,0000220,1,,
0020263739,0000004,1,,
0020263738,0000015,1,,
0020263737,0000000,1,,
0020263736,0000000,1,,
0020263735,0000000,1,,
0020263709,0000000,1,,
0020262704,0000000,1,,
0020262703,0000000,1,,
0020262699,0000000,1,,
0020262695,0000000,1,,
0020262694,0000000,1,,
0020262686,0000000,1,,
0020262685,0000108,1,,
0020262684,0000015,1,,
0020262683,0000019,1,,
0020262682,0000021,1,,
0020262681,0000015,1,,
0020262680,0000005,1,,
0020262679,0000001,1,,
0020262678,0000000,1,,
0020262677,0000017,1,,
0020262641,0000000,1,,
0020262640,0000000,1,,
0020262631,0000029,1,,
0020262624,0000000,1,,
0020262623,0000000,1,,
0020262505,0000000,1,,
0020262503,0000000,1,,
0020262501,0000000,1,,
0020262498,0000000,1,,
0020262497,0000000,1,,
0020262496,0000000,1,,
0020262475,0000010,1,,
0020262474,0000019,1,,
0020262473,0000021,1,,
0020262472,0000038,1,,
0020262471,0000000,1,,
0020262333,0000007,1,,
0020262332,0000004,1,,
0020262331,0000008,1,,
0020262330,0000009,1,,
0020262329,0000009,1,,
0020262328,0000007,1,,
0020262207,0000027,1,,
0020262113,0000000,1,,
0020262112,0000000,1,,
0020262111,0000000,1,,
0020262043,0000000,1,,
0020262042,0000000,1,,
0020262041,0000000,1,,
0020262040,0000276,1,,
0020261944,0000019,1,,
0020261943,0000005,1,,
0020261942,0000007,1,,
0020261941,0000015,1,,
0020261940,0000002,1,,
